text,label
belanja di tokopedia pedia lebih tepat saya sdh berapa kali mesan brg tapi aman semua.intinya sebelum kita pesan barang baca dulu ulasannya biasanya banyak memberikan komentar terhadap tokopedia tersebut baik maupun jelek disitu sudah kelihatan.,positive
ini kenapa tokped sangat mudah digunakan untuk tindak penipuan. tidak ada proteksi bagi pembeli. masak ada penjual input nomor resi tidak valid tp tidak ada tindakan apapun dari aplikasi. harusnya lebih protect lagi. nomor resi saya bs ganti ganti padahal status barang dlm pengiriman. dilacak nomor resi selalu tdk valid,negative
"flash sale pada jam tertentu itu real atau gimmick?? tiap ikut flash sale, meskipun waktunya masih banyak, selalu mentok di pembayaran. begitu masuk metode pembayaran, aplikasi tidak bisa diapa-apain lagi.. hingga waktu flash sale habis..",negative
"terbaik dalam segala hal,termasuk diskont ok semua jadi lebih mudah & murah, hadiahnya kok belum di kirim",positive
"ada lapak yang suka meengalihkan alamat pengiriman saat paket sudah dikirimkan, dengan alasan alamat penerima sudah pindah. dan punya feedback palsu rating bintang 5 akun yang sama berulang-ulang sampai puluhan nama sama",negative
saya mau bertanya apa benar ada nya hadiah dan bagai mana caranya pengambilan nya? maaf karna sy pelanggan baru,positive
mohon diperbaiki sistem komplainnya gk bisa diakses...jaringan saya bagus tp tulisannya jaringan terputus jd gk bisa komplain klo ada barang kurang...saya tidak merekomendasikan toped.,negative
admin.. kok saya mau log in.. pas kirim kode otp.. pas kode otp dimasukin kok malah bilang kode verifikasi salah gitu ya.. kepada team admin.. dibantu ya.. terima kasih sebelumnya. ðð,positive
gimana nih mau belanja barang nya udah ada di keranjang malah gak jadi gara gara ada tulisan maaf sedang ada gang guan server,negative
kok habis update malah gak ada tombol buat diskusi. saya jadi gak bisa nanya di forum diskusi.,positive
"terima kasih tokopedia , berkat tokopedia saya mendapatkan hadiah dari tap tap mantap 17 mei 2019, ditunggu pencairannya ya, semakin diberkati , sukses dan trs menjadi berkat ya. ditunggu promo promo selanjut nya ð tokopedia hadiahnya real, tidak perlu diragukan",positive
"kita coba aja dulu okay terima kasih atas bantuannya dan kerja sama nantinya sesuai dengan keinginan juga harapan terpercaya,. perlu digaris bawahi karena kepercayaan kami pelanggan lebih berharga dan sangat bermanfaat bagi anda pengusaha suksesâ ",positive
"untuk call center nya knpa ga ada ya, knpa cuma bisa by chat aja? aplikasi jual online sebelah call center via telp banyak yg angkat, via live chat jg mantap cepet dijawab, ini via chat aja bales kapan tau, masukan aja biar lebih bagus tq",negative
"untuk lebih nyaman lagi, tokped pedia menyediakan pelayanan pengaduan agar para penipu tidak bersarang di tokped. karena saya merasa sedang ditipu oleh salah satu penjual di tokped. awalnya lancar.mungkin karena mau untung sendiri sipenjual menawarkan harga spesial dg transaksi diluar tokped. dan lenyaplah uang belanjaan saya!",negative
"sekarang saya puas dengan pelayanan tokopedia pedia pelayanan sangat ramah,, respon cepat. dan juga jujur. i- love- you + tokopedia pedia. saya kasih bintang full.. biar lebih keren. trimakasih toped.",positive
"ternyata hoaks dpt hadiah hend pone krn gitu saya buka ternyata tidak da jawaban apapun anda adalah pemenang yang beruntung hari ini! anda adalah salah satu pengguna yang dipilih secara acak yang akan menerima kupon! cukup ketuk ""dapatkan bonus"" di bawah untuk memulai!",negative
"masa akun berbeda.. hape berbeda.. org yg berbeda dan semuax jelas2 punya sendiri. hny karena satu rmh dan transaksi dipakai utk keperluan usaha, dibilang akun sama dan menyalahi aturan. tolong perbaiki. dan cek jika perlu ke sumber x. spya jelas",negative
dapet hadiah dari samsung..harus masuk ke tokopedia masukan detail pengiriman ko susah inieh bnran gak???tlng pnjelasannya....ðð,positive
"saya menyesalkan kepada tokped yang membuat peraturan embel embel menghapus biyaya power mercent tetapi malah memotong 1% untuk setiap penjualan malah jadi memberatkan seller, kita sebagai seller setia tokped tidak bisa bersaing harga dengan penyedia layanan tokped online lainya otomatis kita naikan harga 1% agar tidak rugi, dan berdampak besar pada penjualan melihat tokped online sebelah lebih murah.",negative
mohon untuk batas proses lebih cepat untuk penjual. karena sering kali penjual mengirimkan di hari berikutnya pengiriman dan tidak sesuai kesepakatan awal di hari yang sama.,negative
"kok saya tidak bisa menggunakan aplikasi tokped ini yah,padahal saya sudah download dan hasilnya ftonya tidak bisa diakses",negative
saya baru pertama mengunakan aplikasi tokopedia. tokopedia pedia sukses selalu dan terus jaya. tokopedia solusi yang terbaik buat saya dan keluarga,positive
pemberitahuan katanya selamat anda telah memenangkan hadiah tapi iphone x tapi ga dapet2. saya jadi bingung terus2an ada pemberitahuan.,positive
pernah saya ketipu untungnya 20rb doang tadinya mau beli diamon 200rb .mikir 2 kali di jajal beli 20rb ketipu gua . tokped pea goblok anjing untung 200rb ga melayang untung 10rb doang,negative
aplikasi ini bagus tapi ada sedikit kekurangan yaitu jija kita lupa pasword kita sangat sulit jika ingin menganti pasword nyadan terkadang kode veri vikasu tdk bisa dimasukan,positive
padahal sy tidak memesan dan tidak mempunyai aplikasinya dan ada satu penjual di sana katanya sy memesan hendfree tp sy tidak memesan nya dan tidak bisa di lacak siapa ya pesan padahal bukan sy yg memesan dan atas nm sy,negative
"aplikasinya lumayan bagus,tapi saya tidak bisa menggunakan saldo saya dikarenakan saya tidak tau pin nya karena saya masuk memakai nomer ponsel dan akun fb. sudah minta bantuan berkali-kali tetapi tidak ada respon lanjutan.tidak ada pemberitahuan pada akun fb saya. m mohon bantuannya,atau paling tidak dana refund dikembalikan ke rekening saja daripada ke saldo tokped nya tapi tidak bisa digunakan.",negative
"ongkirnya kemahalan, liat dong lapak sebelah ongkirnya sangat terjangkau krn tuk harga rata2 sdh sangat bersaing. jujur sih tokped ini alternatif terakhir kalau sdh mentok ga ada stok dilapak lain, soalnya berat diongkir, jd mikir 5x kalau mau orderð. masukan aja agar segera dibenahi ongkirnya biar tokped makin berkembang, makin dicintai dan ga kalah maju sama lapak sebelah yg semakin diminati. sukses selalu buat tokped, yakin kok pasti bisa berbenah jauh lebih baikðð». terimakasih",negative
"sangat kecewa, sy ada komplain ke penjual, sy order 2, tp di kirim 1. dan respon dr penjual cm sekadarnya. sudah 1 minggu tidak ada penyelesaian, ketika sy meminta bantuan dr pihak tokped, ternyata jawabannya membuat sy makin kecewa, tokped berpihak kepada penjual. pdhl penjual hanya merespon 2 kali, sampai skrg di gantung. lebih baik transaksi di blibli, karena di blibli jika ada penjual seperti ini, sudah di kenakan sanksi",negative
mengecewakan... masa pesanan udh dibatalkan kok masih bisa diproses sama penjual... gak kaya belanja di shopee walaupun sudah diproses olh penjual tetep bisa dibatalkan.. ini kok pesanan diproses jg blm ngajuin pembatalan gak bisa batal secara otomatis tiba2 bisa diproses sama penjual... merugikan pembeli laaah... duit gak bisa balik... respon dr penjual payah... udh minta tlng cancel diem aja gak dibales2.. jahat banget semoga jualannya gak berkah.. cs toped juga gak bis bantu apa2.ð ,negative
ovopaylaternya tak bisa diakses. padahal bagus buat yang membutuhkan. dan hadiah tap pointsnya saya rasa tidak terlalu terbuka pemgumumannya. makasih,negative
"knp saat post by me selalu gagal, harus memasukan foto baru bisa, klo tanpa foto yg di upload knp gagal trs bintang satu dlu deh",negative
tokopedia memang top deh jadi ga usah ribet untuk belnja kebutuhan rumah semua ada di tokopedia..mantap deh buat tokopedia.pool pool pool.,positive
"aku senang berbelanja di tokopedia karena dijamin aman tapi sayang alamat saya sulit ditemukan pada peta, jadi abang ojolnya sering nyasar",positive
"buka uc browser... keluar iklan dr tokped dan harus buka ulang situs yg dikinjungi... da edannya lagi, semua situs muncul terus... gila apa",negative
"tolong ya klo paket blm nyampe jgn di selesaiin otomatis, seller sama pembeli udh baik tp pihak pengiriman krg baik sya sampe gadapet brg saya tp di tokped statusnya udh selesai dgn otomatis krna melebihi bts waktu tlg di perbaiki!",negative
"aplikasi ini masih kurang, keluhan/masalah pengiriman dr penjual atau pembeli blm bisa diselesaikan segera. pesanan yg sdh d proses harusnya bisa dibatalkan kl pembeli salah alamat, kl penjual yg batalin dikuranginpoin, klnoembeli yg minta harusnya tdk ada pengurangan poin. fitur chat malah dijawab oleh robot, minta ini malah dikasih solusi lain, anehny langsung dieksekusi, bukannya selesai malah makin ribet dah masalahnya..aneh..perbaikin dong..",negative
"kenapa tokped sekarang semakin banyak tokped yg bermasalah,ada yg kurirnya grab curang(sudah di tekan selesai padahal barang blm sampai ke alamat saya) lalu ada kurir si cepat yg pengirimannya lama sekali,saya memesan dari tanggal 28 mei 2019 dan sampai sekarang blm sampai barangnya di alamat saya.kalo sampe ini menjadi komplain kedua saya setelah kurir grab tadi,saya akan laporkan aplikasi ini",negative
"tolong tindak tegas seller yg jual barang lebih murah dari lainnya, tapi ternyata akal-akalan beratnya dibuat 2x lipat.. kesannya barang dia murah, ternyata dia ambil untung dari biaya kirim lebih yg kita bayarkan!!",negative
"saya setuju dgn pendapat fadhar dz, seharusnya ada cs. yg bisa dihubungi, sekarang malah seringkali muncul not.hadiah dari tokped yg g jelas, tolong min kalau bukan tokped yg mengirimi not.tersebut supaya diblokir saja, atau aq yg uninstal aplikasinya.",negative
"gk bisa lihat history transaksi, dan sistem penilaian yang mnrt saya tidak fair. org kalau lama chat aja sudah potong poin. kalau orang repot atau hp rusak bgmn? kok gk dipikir pak punya ide gitu. mending tokped sebelah org lihat persentase jawab aja. gk perlu sampai merugikan tokped dong. orang ya kadsng repot gk sempat balas!!!!! bukan berarti nganggur dan mengabaikan orderannya. kirim barang juga, kok dinilai cepat lambatnya gpp. tapi jgn kursngi poin tokped. sudah bayar jd power badge mahal2 tau!",negative
"salah satu aplikasi yg mengharuskan pembelinya harus sempurna se sempurna otak nya pembuat aplikasi ini..! pembeli tidak boleh melakukan kesalahan saat transakasi,karna setelah melakukan pembelian,tidak bisa di rubah lagi walaupun salah memilih warna/ukuran,salah memilih kurir..pembeli harus pasrah dan harus mengakui kepintaran pembuat aplikasi ini..! yg lebih amazingnya tokopedia kalau menghubungi cs nya melalui tlp..pelayanan super sempurna ramah bahasanya..! terima kasih tokopedia pedia..",positive
"kalau yg saya liat..terlalu banyk barang yg kwalitas jelek yg di jual di online shop indonesia,,terkadang harga sebuah barang sangat heran liat nya..contoh sepatu harga 25ribu..memang ada pilihan lain..tapi setidak nya itu smaa aja menampilkan kwalitas sangat jelek yg pada akhir nya pembeli juga memakai barang jelek kwalitas buruk..bagi yang mau mencari barang kwalitas baik sangat sulit jadi nya..karna terallu bnyak barang kwalitas jelek yang di jual..hampir 70% barang kwalitas jelek yg ada",negative
"beli di tokped siang transaksi sudah dibayar lewat link, nunggu konfirmasi nah pas sekarang dicek ga ada transaksi transaksi sama sekali kemana hilangnya? pengen komplain ga bisa kan ga ada transaksi nya padahal siang ada jadi gimana masa iya hangus uangnya",negative
terima kasih admin atas responnya.. cashbacknya sdh saya terima sesuai info admin setelah pesanan selesai. terima kasih tokopedia atas benefitnya,positive
saya mendapat pemberi tahuan dari gogle crom bahwasanya saya mendapatkan hadiah sebuah kupon.tapi kopon tersebut tidak bisa buat beli ya knpa..?,positive
beli online di tokopedia bisa macam macam barang produk dari pakaian elektronik alat olah raga sepatu dan lainlain ada semua praktis.,positive
aplikasi yang saya suka tapi cashback bisa gak dikasih dengan alasan yang dibuat buat sepihak dari tokped.. tidak ada lacakan atau apapun.. kecewa sempat suka sama aplikasi ini dan mulai buka tokped untng aja belom top up diaplikasi.. kalo merasa tidak mau kasih cashback please gak usah ksh voucher2 bgtu.. dan ada lagi.. untuk fitur hub kami juga gak bs digunakan. jadi ragu sama aplikasi ini.,negative
"sdh cukup baik, cm promonya saat ini gratis ongkir & cashback tdk bisa semua lapak, harus belanja di official store baru dpt promo tsb. beda dgn olshop lain / sebelah, belanja apa aja dan di lapak mana aja, semua promo kita dapatin. tolong diperhatikan dan dipertimbangkan sebagai masukan ulasan sy ini, sebenarnya sy mau transaksi lagi tapi karna syarat promonya terbatas jadi sy cancel/ pending belanja di tokopedia utk saat ini, sy jadi beralih di olshop sebelah. mohon ma'af terima.kasih.",positive
"payah promonya,, kaleng kaleng,, ini udah jelas kode voucher di terima pas mau bayar,, seteleah selesai bayar cashback tidak masuk tanya cs g bisa dapat cashback dengan alasan habis kuota,,, ini namanya penipuan.... tau gitu mending pakai aplikasi lain kecewa sama tokped",negative
"saya sangat kecewa dengan salah satu tokped yg ada d tokped pedia kenapa saya beli barang dan udah bayar tapi barang nya ngga dateng"" sebulan lebih saya nunggu,saya chat orang nya berkali"" ngga d bls"" padahal online.saking ksel nya saya coba terus chat penjual nya.dan kenapa pas saat dia bls chat saya.dia bilang ""kalo barang tidak sampai ke pembeli maka akan otomatis uang nya akan kembali ke pihak pembeli"" klo begitu kenapa dia ngga ngasih bukti klo uang na sudah benar"" kembali...",negative
"sangat membantu, paling tidak untuk membantu perbandingan harga, serta mempelajari quality barang yang diminati. selain itu kita bisa piluh barang sesuai yang kita inginkan.",positive
"sayang sekali, padahal sangat berguna, utk, kebutuhan mendadak, disaat belum gajian. bisa bayar bulan depan.",positive
"beri saya kemudahan dan kenyamanan dalam menggunakan aplikasi ini, jangan sampai hoax saja",positive
diusahakan kalo setiap update aplikasi jangan makin berat.. setiap buka menu halaman selalu lambat dikarenakan sinyal yang harus bagus dan harus kencang untuk membukanya.. situ sehat??,negative
aplikasi ny mantap sejauh ini saya beberapa kali transaksi tidak menemui kendala & tokoâ² di dalam aplikasi ini semua rekomendasi terbaik lah pokok ny,positive
bagian pengiriman sicepat di aplikasi gak beres dan gak jelas selain itu tombol komplain juga gak jelas informasinya .. masak komplain lebih dari 5 hari selalu tiap hari di suruh nunggu 2x 24 jam tapi sampai 5 hari gak ada kejelasannya .. untung yang jual tanggung jawab barang di kirim tapi dgn j&t tanpa melalui dan sepengetahuan pihak tokped ... tolong fasilitas pengirimannya di evaluasi terutama si cepat,negative
kecewa yg kedua kalinya no cs susahbd hubungi. chat d masanger gda respon. say beli barang sudah di bayar ketika sudah di bayar reseller membatlkan transaksi karena barang tidak ada dan say dpt notif bahwa refun di k3mbalilan 1 x 24 jam dr tgl 26 mei sampe tgl 30 sudah 4 x 24 jam belum ada refund yg masuk intinya saya kecewa not recomend buat belanja lagi sya sangat kcewa. masa g ada call center gda email buat pengaduan. aneh,negative
"kenapa sekarang kok tokped lama ya kalo ngirim barang? gak ada kejelasan lagi, di cek resi masa terpending/bermasalah. gimana ini? jujur saya kecewa, masa kalah ama shoppee, setiap mesen sehari nyampe paling lama2nya 2 hari",negative
"tadinya saya nyaman, eh pas sekarang loading nya minta ampun belanja saja sampai tidak jadi payah toped",negative
"tolong ini kenapa saya sudah melakukan pembayaran lewat indomart sudah berhasil tapi di tokped masih menunggu pembayaran tolong gimana ini kalau tidak barang belian saya tidak di proses, kok sekarang tokped pedia kaya gini.",negative
mohon maaf untuk developer tokopedia .cuma mau tanya sebenarnya hadiah hanphone yang terdapat di aplikasi ini ada atau tidak??,positive
ok..!!!andaikan reward pointnya bisa di tukar dg produk pilihan bukan cuma voucher undian..,positive
belanja di tokopedia bagus tapi tiket promo pecah telor tiket apalah semua jadi sampah pas dipakai potongan belanja voucher 100rb gak bisa di pakai aduh,positive
"tempat belanja online paling aman, nyaman dan sudah bnyak tahun slalu up date supaya bisa memuaskan costumer",positive
"aku belaja beberapa kali dari sebulan ini di tokopedia,bagus dan lancar.hadiahnya juga oke,aku belum dapat karna baru bergabung. percayalah tokopedia sarana belanja lengkap dan tepat waktu nyampainya...",positive
aplikasi yang bagus buat belanja enak nyaman dan mau belanja hemat ya di tokopedia pedia aja banyak diskon dan kejutannyaðððð thank you tokopedia pedia. we love yo,positive
terimakasih..terus semangat..karwna aplikasi ini sangat mempermudah.dalam mencari barang2 yang sulit ditemukan di pasaran,positive
"aplikasi penipu. gua cuma mau dapetin skin game. ujung2nya suruh download apk ini, pas udah gua download apk tolol ini tapi kaga dapet2 skin game yg gua mau. ko bikin aplikasi nipunya ampe sgini banget biar ke download? pemaksaan dan penipuan bos namanya itu! inget akhirat menanti lo",negative
"ini saya mau tanya.. barusan tokped saya di suruh upgrade, pas udah di upgrade ko ga bisa di buka sih ? gimna ini ? saya lagi belanja lagi barang blumpada dateng bro tolong dong di bantu ?",negative
"kalo anda cari penjual jujur ,kalo anda cari barang yang berkualitas ,kalo anda cari seller yang bertanggung jawab , jangan instal aplikasi ini, kenapa? karena saya gak nemuin itu semua disini, pertama kali order dapet barang cacat , dan seller gak bertanggung jawab , yang diduking sekalian sama tokped pedia nya",negative
"tolong untuk tokopedia, diberikan fitur kurir nya, siapa nama kurir yg mengantarkan, dan nomer wa kurir nya, jadi bila bermasalah di pengiriman, kita bisa langsung komplain langsung ke kurir yg mengirim, bila status sudah tiba di tujuan, tapi konsumen belum terima barang yg di pesan, konsumen bisa langsung hubungi si kurir",positive
"bagus sih gampang lagi,tapi kok pas mau pembayaran gak bisa sih?ada kesalahan apaan?cepat di perbaiki ya kak,soaonya sayang loh tokopedia udah bagus menurutku,sukses kedepannya ya kak di tunggu perbaikannya makasih^^ pliss perbaiki secepatnya kak",positive
"alhamdulilah sudah beres, kota saya muncul lagi, mudah2an untuk seterusnya, terima kasih tokopedia",positive
"aplikasinya sangat bermanfaat buat saya bisa buat belanja bayar listrik,air,indihome,dan kartu halo... tapi bulan juli 2019 ini kupon casback nya aga pelit sih cuma dapat 2.5% sampe 3%",positive
tadi saya dapet info dari tokopedia spin 2x pas saya spin dapat samsung 10 trus disuruh install aplikasi nya dan kirim tapi ga ada gmna ya tolong info nya,positive
untuk menggunakan kupon bagaimana caranya. untuk ikut undian iphone dan liburan ke jepang apa yang harus dilakukan,positive
"sangat baik. tapi kurang selektif pada toko2 yg bermasalah. barang habis, tapi masih dipajang sama tokonya. terus toko2 yg lebih dari seminggu ngga aktif, akhirnya auto cancel. selebihnya tokopedia recommended buat kawan2 yg ga punya banyak waktu belanja. cukup dg tokopedia, semua kebutuhan terpenuhi.",positive
"sy tdnya pelanggan tokped berhubung 2 kali sy ditipu uang sy hilang oleh tokped yg tidak bertanggung jawab,sy coba baik2 dimalah melecehkan pembeli,sy mohon kepada tokped tolong croscheck dong tokped yg nakal agar tidak merugikan orang lain,kita disini beli bukan mau ngemis2 sekali lg berikan service yg baik jgn untung sendiri mohon diperhatikan,ditambah lg sy kecewa berat,kepada yg lain hati2 dlm memilih tokped,carilah tokped yg bertanggungjawab kepada konsumennya,maaf kalau sy terlalu lancang",negative
"kenapa voucer dan kupon tidak bisa digunakan padahal sudah memenuhi syarat. untuk pengiriman via wahana juga tidak bisa, padahal penjual sudah menyediakan ekspedisi tersebut. juga live chatnya pakai komputer, sudah kasih pertanyaan eh... malah balik nanya??????? bingung sayanya.",negative
saya puas dengan pelayanan kurir nya dan barang yang di jual oleh tokopedia pedia nya...semua sesuai destinasi.tapi ongkir nya jsngan terlalu mahal dong...biar kami sebagai konsumen bisa lebih hemat dan tambah semangat belanja di tokopedia pedia.,positive
pesen barang pake gosend katanya same day(sama hari datangnya) tapi sudah 3 hari barang tidak kunjung dateng saya tanya ke penjual katanya driver tidak pick up dan tidak bisa di cari driver lain karena status nya sudah dikirim dan mau diurus sama tokped nya.padahal ingin cepat sampai tapi malah jadi menyusahkan begini.,negative
"baru juga download hari sabtu,22 juni 2019 jam 04:58 wib !! pas mau buka apk ini malah minta di update!!!! jam 04:59 wib !!! apk ini kaya kelaperan kuota!! aneh banget!",negative
"bener kata temen saya,,, cobain deh belanja di tokped,, cashbacknya nol besar,,, nah bener,, belanja sekali di official store kena pelanggaran,, woy saya itu konsumen woy,,, bukan pemain bola",negative
saya paulina menang s10 terus di suruh kirim alamat apakah ini bukan penipuan?? dan saya harus kirim alamat dimana? mohon info nya ð,positive
katanya saya bisa dapet hp samsung klo instal aplikasi ini kok pas saya buka aplikasinya ga ada pemberi tahuan apa apa ya kan saya dapet stu kesempatan buat puter lingkaran trs sya dapet hp terus gimana caranya biar bisa dapetin itu hp,positive
super kerennn!!! download aplikasi ini atau kalian akan menyesal!!,positive
"baik,bagi penguna baru dpt gratis ongkir smoy 50rb,pilihan pengiriman nya pun banyak pilihan,,",positive
pengisian pulsa maupun token selalu di limit. gimana kita mau jualnya kalo seperti itu terus. mudah2an segera di perbaiki. tq,negative
"bagus... sayangnya sekarang cashback masuk ke point ya? tidak bisa buat transaksi utk pembayaran sprti pln,dll. hanya bisa buat belanja. btw, i like toped. thanks.",positive
"saya enggan menggunakan aplikasi ini karena pernah tertipu dan banyak org lain juga sama dan beralih ke aplikasi lain karena di tokped org yg melakukan penipuan hanya di ban tokped doang, dan org yg menipu tdi tidak di proses dan bebas membuka tokped lain",negative
bagus banget gak usah susah susah lagi cari barang tinggal buka hp duang udah ada barang yang kita cari. mantap terima kasih,positive
"apa yg dpt saya gx ngerti dan apa yg hrs saya beli gx ada juga yg saya butuh jdi gx hrus beli kn ,emng klo belanja pasti udh dpt apa iphone xs nya masa sih",positive
"aplikasi belanja online plg lengkap, mudah, nyaman dan aman",positive
makin gampang cepat dan lebih mudah mantap deh pokoknya tapi di tingkatkan lagi utk voucher nya lebih dari 30.000 ditingkatkan menjadi 50.000,positive
"aplikasinya koq sering buffering ya... jadi kalo buka muter2 terus, padahal sinyal dan kuota hp msh siip.",negative
sangat membantu saya untuk bayar cicilan online. good.... tingkat kan lag pelayanan tokopedia. terima kasih,positive
"setiap mau membeli selalu muncul ""coba lagi"" san setiap masuk apl selalu munculnharus di update setelah di klik update di google store nya tinggal buka gak ada pembaharuan , tapi giliran masuk lagi muncul lagi update atw nanti dan setiap mau transaksi gak bisa terus muncul kata coba lagi tolong bantuan nya donk minâ ",negative
"kok katanya saya terpilih mendapatkan kuprn berupa smartphone , tapi pas instal tokped ,, gak ada tuh? pas di halaman congratnya itu banyak yang komen berhasil , tapi pas saya mau komen kok ga bisa ,, huh penipuan",negative
"aplikasi ini memudahkan saya memilih produk tanpa harus ke tokopedia,saran dari saya semoga setiap tokopedia yang berjualan di tokopedia menjual barang sesuai postingan/gambar!",positive
"awalnya saya senang bisa belanja dengan mudah di tokped tapi,,,,, masa saya udah kirim alamat nya misal.nya blok d no 4 tapi malah di kirim di blok f no 9 (ngarang blok nya). saya kecewa banget sama tokped ð¡",negative
tokopedia sekarang sudah sangat berubah menjadi lebih baik dibanding terakhir saya menggunakannya karena sempat pindah ke tokopedia online lain. sukses selalu dan mohon selalu menjaga kepercayaan pelanggan,positive
senang belanja di tokopedia.. udah jatuh hati.. jadi ga mau berpindah ke lain tokopedia.,positive
"itu gimana ya saya beli barang dengan cara home credit, data - data ktp udh saya foto. tapi kenapa kok kesalahan saat mengunggah gambar?? solusinya gimana? #tolong segera direspon",positive
"pengisian paket data sudah 10 jam lebih belum masuk, malah disuruh tunggu 24 jam, buat transaksi paket data aja lama banget mending gw isi ke indomaret, cs nya bot semua ga ada operatornya. mau bangkrut apa tokped?",negative
"kecewa, karena 1. cashback saya tidak cair atas transaksi pembayaran tagihan asuransi, padahal saya sudah input voucher dgtoped, tapi tidak berhasil masuk cashback ke ovo saya, 2. setelah pembayaran transaksi pembelian emas di tokped, lewat link aja telkomsel, saldo link aja saya terpotong, tetapi di tokped status masih menunggu pembayaran. ini masih sebagian kecil atas keluhan saya, tolong di proses dan bertanggung jawab lah. tokped..",negative
bingung aja mau beli apa...!!!??? pengen iphone gak cukup duit...ð,positive
gak sesuai dengan kesepakatan . bilang barang 3 jam sampai . biaya sudah di transfer . tapi seharian . mending bayar yang seharian . udah mahal gak sesuai,negative
"respon buat melacak kurir kok lama sekali, saya pesan barang malah diterima bukan atas nama saya, dan sampai sekarang pihak tokped tidak ada kepastian, saya meminta bantuan tokped juga respon lama sekali sudah mau 3minggu, uang saya sudah bayar tetapi barang tak kunjung sampai, parah sekali, tolong ditindak lanjuti agar membuat standar khusus untuk membuka tokped",negative
"paling mudah belanja di tokopedia, banyak cashback nya pula. sejauh ini puas lah.",positive
"mantap deh, tapi seteleh diupdate agak lola, mana updatenya maksa juga. gak diupdate gak bisa buka aplikasinya. hahaaaa",negative
alhamdullillah saya bisa membeli barang dan produk yang sangat memuaskan saya oh iyah perkenalkan nama saya daffina nisa aliya seginih ajah dulu yah dadah,positive
saya belum pernah membeli barang dari tokopedia tapi saya tertarik dengan barang2 yg tersedia saya akan belanja disini karena praktis,positive
"aplikasi sederhana dan tidak ribet, mudah dioperasikan oleh siapa saja..",positive
"nyediain banyak menu tapi gak guna. mau top up e-toll, bayar pajak lewat e-samsat diketerangan nomor tdk ditemukan semua, padahal prosedur udah benar. lapor ke cs dijawab sama robot, disuruh nunggu maksimal 2 hari, gila kali time limit payment cuma 2 jam baru ditangani 2 hari. selalilu gak puas sama jawaban cs",negative
"terbaik lah, ini sama jd id. ga nelpon-nelpon macem sebelah. ga terlalu over juga promosinya jadi semua dapet dan ga bermasalah dan ga susah buat cairin duitnya kalo ga jadi. ga macem naikin harga cuma buat gratis ongkir misal macem s",positive
"tolong jawab min, kalo tokopedia diupgrade ke power merchant apakah saat kita belanja ditokopedia lain tetap dapat point dan loyalty?",positive
"kenpa gak bisa ubah metode pembayaran?? opsi ubahnya gak ada, cuman bisa dibatalkan?",positive
bintang 4 dlu aja kalo banyak cash back yg oke dan pelayanan nya masih tetap sama untuk satu bulan kedepan baru saya tambah lgâ ,positive
banyak peningkatan yg saya rasakan dari waktu ke waktu.. baik itu mempermudah layanan maupun menjamin keamanan penggguna.. terima kasih atas kenyamanan yg diberikan,positive
"mau nanya min,, saya mau ngehapus di troli tapi ko gak bisa yah, ada kendala di pesan nya dan coba beberapa saat lagi itu gimana min? apa harus d uninstal dulu",positive
"ppob nya tolong lebih dilengkapi dong,misal farian harga pulsa juga area pembayaran pdam,dll. tq,",positive
"seharusnya 'konfirmasi barang sdh diterima' muncul setelah orderan diterima sampai tangan pembeli, bukan muncul lebih awal padahal pembeli belum diterima (barang masih di jasa kurir). terima kasih atas perhatiannya. smoga semakin baik.",positive
"sangat buruk. mau login lagi nunggu kode verifikasi ngak muncul muncul. verifikasi sms,tlpn, semua ngak bisa. aplikasi busuk",negative
barang yg ud dimasukkan ke keranjang ga bs dihapus. jd menyulitkan saat mau check out krna hrs plih manual lg mna barang yg mau kita beli dan mana yg tdk jd dibeli. tlg lh diperbaiki,negative
aplikasi yg sangat berguna di era sekarang.. memudahkan dalam mencari barang untuk kebutuhan pekerjaan dan rumah tangga. dan mensuport penjual online.,positive
"saya kecewa terhadap tokped, saya sdh lama menggunakan aplikasi toped tapi pd tgl 17 mei 2019 saya melakukan transaksi pembelian pulsa senilai 59.800 , stlh ditggu pulsa tdk saya terima bahkan status diaplikasi menjadi dibatalkan, akhirnya saya buka fitur bantuan dan mengeluhkan transaksi tsb, tetapi dri bbrp cs tokped hanya menyarankan saya utk menunggu maksimal 48 jam utk mendapatkan kembali uang saya (refund) , sampai tgl 19 mei ternyata uang tdk dikembalikan. ð",negative
tokopedia bagus aman untuk transaksi. namun saya tidak bisa menghubungi tokopedia secara langsung. karna saya cari tidak ada cs nya. jika ada kesalahan dan lain lain. termasuk dengan saldo yang di kembalikan apabila terjadi pembatala,positive
"dear @tokped kenapa tambah kesini tambah pelit ama cash back tidak seperti dulu,setiap pembelian 1.300.000 dapet cashback 100.000,sekarang malah engga ada cash back sama sekali.padahal saya belanja di @tokped seminggu bisa 2 kali",negative
"responnya cepat sekali. terima kasih, masalah mengenai tokopedia poin sudah diperbaiki dan berfungsi kembali.",positive
"iklannya ganggu banget buat browsing di aplikasi lain, tolong donk dikurangi. masa tiap kali browsing muncul tokped. kan taik",negative
"saya sllu blanja di tokopedia pedia,sllu puas dengan pelayanan cs nya .yg selalu cepat tanggap setiap custemer menggalami kendala.tidak seperti marketpeace sebelahh...kasihh jempollð",positive
"trima kasih, barang dah nyampai dengan expedisi,, dan barang cocok sesuai pemesanan yg digambar,",positive
